x,ub,lambda
0.9140625,0.13438975200833322,0.0035961249742522752
0.921875,0.12243160059046476,0.003284772795419654
0.9296875,0.11039969001123846,0.0029714427989832436
0.9375,0.09830126704056164,0.002656323750287147
0.9453125,0.08614361830893774,0.0023396055853973493
0.953125,0.0739340658217351,0.00202147882077364
0.9609375,0.06167996238716026,0.0017021353462324485
0.96875,0.049388686847978064,0.0013817769810642846
0.9765625,0.037067639142825695,0.0010605033175428492
0.984375,0.024724233628373105,0.0007390815485817356
0.9921875,0.012365888258375021,0.000415309227645262
1.0,-3.432223466097456e-19,9.384492645340311e-05
0.0,0.0,-4.18830612922479e-06
0.0078125,0.01850045014651494,0.0001086304812782712
0.015625,0.03698950920107742,0.00027142406720110116
0.0234375,0.05545625629334419,0.00042987382657967113
0.03125,0.0738895621677931,0.0005883712132943042
0.0390625,0.09227833440068237,0.0007465409532409076
0.046875,0.11061150190134039,0.0009042447342203544
0.0546875,0.12887802558717232,0.0010614059516285677
0.0625,0.1470669054386411,0.0012179265757361114
0.0703125,0.16516718748427112,0.0013737126239916023
0.078125,0.18316797063147286,0.001528670297048743
0.0859375,0.20105841336794805,0.00168270625844023
0.09375,0.2188277403822801,0.0018357277499206476
0.1015625,0.2364652491157468,0.0019876426224675146
0.109375,0.25396031625230875,0.00213835939496357
0.1171875,0.27130240414911444,0.002287787308414651
0.125,0.2884810672074367,0.0024358363802178488
0.1328125,0.30548595818262003,0.0025824174581597194
0.140625,0.32230683443081976,0.0027274422739619634
0.1484375,0.33893356408983705,0.002870823496348329
0.15625,0.35535613219105766,0.003012474783580181
0.1640625,0.3715646466993373,0.003152310835420272
0.171875,0.3875493444775722,0.003290247444481353
0.1796875,0.403300597172631,0.0034262015469294286
0.1875,0.41880891701931366,0.0035600912725049223
0.1953125,0.43406496255899035,0.003691835993832413
0.203125,0.4490595442696007,0.0038213563749860922
0.2109375,0.46378363010371115,0.0039485744192799144
0.21875,0.4782283509313663,0.00407341351625343
0.2265625,0.4923850058845122,0.004195798487828242
0.234375,0.5062450675998252,0.004315655633599471
0.2421875,0.5198001873568168,0.004432912775241235
0.25,0.5330422001081547,0.00454749929999396
0.2578125,0.5459631293991936,0.004659346203214609
0.265625,0.5585551921737733,0.004768386129954389
0.2734375,0.570810803463409,0.004874553415544821
0.28125,0.5827225809570583,0.0049777841251669765
0.2890625,0.5942833494487274,0.005078016092379213
0.296875,0.60548614516025,0.005175188956580267
0.3046875,0.6163242199366412,0.005269244199384597
0.3125,0.6267910453115082,0.005360125179886653
0.3203125,0.6368803164400718,0.0054477771687998
0.328125,0.6465859558974438,0.005532147381438193
0.3359375,0.6559021173398685,0.005613185009529598
0.34375,0.6648231890267333,0.0056908412518382875
0.3515625,0.6733437972012261,0.005765069343578529
0.359375,0.6814588093276115,0.0058358245846024705
0.3671875,0.6891633371831747,0.005903064366343701
0.375,0.6964527398029783,0.00596674819749881
0.3828125,0.7033226262756516,0.006026837728437845
0.390625,0.7097688583885415,0.006083296774323097
0.3984375,0.715787553120631,0.00613609133691913
0.40625,0.7213750849817144,0.006185189625093098
0.4140625,0.7265280881964373,0.006230562073982212
0.421875,0.7312434587318799,0.00627218136281881
0.4296875,0.7355183561674632,0.006310022431405202
0.4375,0.7393502054060559,0.006344062495225374
0.4453125,0.7427366982252475,0.006374281059189174
0.453125,0.7456757946678609,0.00640065992999404
0.4609375,0.748165724270867,0.006423183227099458
0.46875,0.7502049871319537,0.006441837392311769
0.4765625,0.751792354813118,0.006456611197968659
0.484375,0.7529268710807338,0.006467495753718619
0.4921875,0.7536078524816507,0.006474484511891943
0.5,0.753834888754976,0.0064775732714633365
0.5078125,0.7536078430792943,0.006476760180599132
0.515625,0.7529268521551782,0.006472045737790105
0.5234375,0.75179232612294,0.006463432791566567
0.53125,0.7502049483156714,0.006450926538800783
0.5390625,0.7481656748477254,0.006434534521593213
0.546875,0.7456757340388882,0.006414266622747043
0.5546875,0.7427366256745876,0.006390135059831784
0.5625,0.739350120102586,0.00636215437783921
0.5703125,0.7355182571666976,0.006330341440441532
0.578125,0.7312433449781827,0.006294715419851042
0.5859375,0.726527958525554,0.0062552977852856516
0.59375,0.7213749381236321,0.006212112290054894
0.6015625,0.7157873877027884,0.006165184957271362
0.609375,0.709768672939407,0.006114544064191516
0.6171875,0.7033224192286947,0.006060220125198749
0.625,0.696452509501056,0.006002245873440756
0.6328125,0.6891630818833543,0.0059406562411319095
0.640625,0.6814585272064699,0.005875488338527426
0.6484375,0.6733434863606599,0.0058067814315863366
0.65625,0.664822847500305,0.005734576918338124
0.6640625,0.6559017430997425,0.005658918303964607
0.671875,0.6465855468619544,0.005579851174609948
0.6796875,0.636879870481973,0.005497423169940492
0.6875,0.6267905602669661,0.005411683954464363
0.6953125,0.6163236936150288,0.005322685187634856
0.703125,0.6054855753548181,0.005230480492749625
0.7109375,0.5942827339482335,0.005135125424666969
0.71875,0.5827219175584375,0.005036677436358322
0.7265625,0.5708100899855887,0.004935195844318652
0.734375,0.5585544264727467,0.004830741792852702
0.7421875,0.5459623093844782,0.004723378217259499
0.75,0.5330413237607801,0.004613169805938535
0.7578125,0.5197992527490032,0.004500182961439397
0.765625,0.5062440729165476,0.004384485760477839
0.7734375,0.4923839494471616,0.004266147912942397
0.78125,0.47822723122376043,0.004145240719916243
0.7890625,0.4637824458007406,0.004021837030740564
0.796875,0.4490582942688517,0.0038960111991435
0.8046875,0.4340636460157449,0.003767839038460842
0.8125,0.4188075333853936,0.0036373977759755656
0.8203125,0.403299146239648,0.0035047660064046297
0.828125,0.3875478264252617,0.0033700236445582486
0.8359375,0.37156306214979545,0.00323325187719966
0.84375,0.3553544822698793,0.003094533114134949
0.8515625,0.3389318504953962,0.0029539509385604385
0.859375,0.32230505951323996,0.00281159005669364
0.8671875,0.30548412503439704,0.002667536246716458
0.875,0.28847917976822357,0.0025218763070570895
0.8828125,0.2713004673279363,0.0023746980040337635
0.890625,0.2539583360715369,0.002226090018879948
0.8984375,0.23646323288265236,0.0020761418941659445
0.90625,0.21882569689617037,0.0019249439796241404
0.9140625,0.20105635317414572,0.001772587377293334
0.921875,0.18316590633840923,0.001619163886227811
0.9296875,0.16516513416790998,0.0014647659460488007
0.9375,0.14706488117170968,0.0013094865740130171
0.9453125,0.1288760521537263,0.0011534193540911006
0.953125,0.1106096057964239,0.0009966581378828298
0.9609375,0.09227654831823608,0.0008392973857774004
0.96875,0.07388792727728008,0.000681436508871248
0.9765625,0.05545482602809763,0.0005231236962288269
0.984375,0.036988358897159325,0.00036473432774486057
0.9921875,0.018499672411883057,0.0002051921875384959
1.0,-1.7024670988263865e-19,4.6516680877330957e-05
0.0,0.0,-2.0980837793990906e-06
0.0078125,0.02154475772611325,5.2600321728951285e-05
0.015625,0.04307603974876243,0.00013213276040137715
0.0234375,0.0645812173067262,0.000209682515959412
0.03125,0.08604738230586612,0.00028725943296935286
0.0390625,0.10746163532747252,0.000364678846681713
0.046875,0.12881109459683376,0.00044187059884808464
0.0546875,0.15008291175649735,0.0005187970175167152
0.0625,0.1712642819059027,0.0005954099821981623
0.0703125,0.19234245254163612,0.0006716634191513179
0.078125,0.21330473193451227,0.0007475113859855206
0.0859375,0.23413849718457258,0.0008229081840985793
0.09375,0.2548312020871477,0.0008978084083924023
0.1015625,0.2753703848654655,0.0009721669581575292
0.109375,0.2957436757988664,0.0010459390633691982
0.1171875,0.3159388047611603,0.0011190803098174676
0.125,0.3359436086760233,0.0011915466647835307
0.1328125,0.35574603889209677,0.0012632945029014645
0.140625,0.3753341684779761,0.0013342806319872034
0.1484375,0.39469619943577905,0.0014044623187530578
0.15625,0.4138204698310607,0.0014737973143405495
0.1640625,0.43269546083626187,0.001542243879622959
0.171875,0.4513098036845098,0.001609760810244206
0.1796875,0.4696522865303494,0.0016763074613658515
0.1875,0.48771186121385,0.001741843772097046
0.1953125,0.5054776499244344,0.001806330289592773
0.203125,0.5229389517607536,0.001869728192791892
0.2109375,0.5400852491829007,0.0019319993157864335
0.21875,0.556906214353278,0.0019931061708020415
0.2265625,0.573391715362449,0.0020530119707780855
0.234375,0.589531822336357,0.002111680651525387
0.2421875,0.6053168134213214,0.0021690768934553425
0.25,0.6207371806432934,0.002225166142859527
0.2578125,0.6357836356379045,0.002279914632736142
0.265625,0.6504471152479105,0.0023332894031395813
0.2734375,0.664718786984708,0.0023852583210441872
0.28125,0.6785900543506633,0.0024357900997142635
0.2890625,0.692052562019084,0.0024848543175669917
0.296875,0.7050982008687405,0.002532421436510718
0.3046875,0.7177191128699248,0.002578462819753421
0.3125,0.7299076958191235,0.0026229507490685717
0.3203125,0.741656607919465,0.0026658584415108766
0.328125,0.7529587722042055,0.002707160065565741
0.3359375,0.763807380800595,0.002746830756725668
0.34375,0.7741958990315629,0.0027848466324857995
0.3515625,0.7841180693527672,0.0028211848067514486
0.359375,0.793567915122643,0.002855823403638976
0.3671875,0.8025397442031852,0.002888741570672838
0.375,0.8110281523893028,0.0029199194913624646
0.3828125,0.8190280266646834,0.0029493383971623765
0.390625,0.826534548282216,0.0029769805787935285
0.3984375,0.83354319566712,0.0030028293969271485
0.40625,0.8400497471410286,0.003026869292230126
0.4140625,0.8460502834653987,0.0030490857947545174
0.421875,0.8515411902027151,0.003069465532671559
0.4296875,0.8565191598940689,0.0030879962403461227
0.4375,0.8609811940518016,0.0031046667657412
0.4453125,0.8649246049660166,0.0031194670771578863
0.453125,0.8683470173238735,0.003132388269293393
0.4609375,0.871246369640696,0.003143422568622307
0.46875,0.8736209155020211,0.0031525633381007372
0.4765625,0.8754692246158564,0.0031598050811804945
0.484375,0.8767901836745079,0.0031651434451384327
0.4921875,0.877582997025462,0.00316857522371714
0.5,0.8778471871509175,0.00317009835907235
0.5078125,0.8775825949556812,0.0031697119430318475
0.515625,0.8767893798632587,0.003167416217662114
0.5234375,0.8754680197200806,0.003163212575137827
0.53125,0.8736193105079229,0.003157103556922015
0.5390625,0.8712443658646977,0.0031490928522540274
0.546875,0.8683446164139061,0.0031391852959455706
0.5546875,0.8649218089031585,0.0031273868654860945
0.5625,0.8609780051522813,0.0031137046774576274
0.5703125,0.8565155808116427,0.003098146983271259
0.578125,0.8515372239314551,0.003080723164212233
0.5859375,0.8460459333429176,0.003061443725806064
0.59375,0.8400450168521625,0.0030403202915111963
0.6015625,0.8335380892481137,0.003017365595734278
0.609375,0.8265290701254489,0.0029925934761778836
0.6171875,0.8190221815239833,0.002966018865525776
0.625,0.8110219453859016,0.0029376577824641935
0.6328125,0.8025331808323638,0.002907527322051234
0.640625,0.7935610012611432,0.0028756456454407135
0.6484375,0.7841108112670409,0.0028420319689582176
0.65625,0.7741883033869332,0.002806706552546179
0.6640625,0.7637994546714242,0.0027696906875782335
0.671875,0.7529505230851721,0.002731006684051825
0.6796875,0.7416480437380624,0.0026906778571702773
0.6875,0.7298988249495091,0.002648728513311443
0.6953125,0.7177099441482548,0.0026051839354121597
0.703125,0.7050887436101609,0.0025600703677516484
0.7109375,0.6920428260365541,0.002513415000161263
0.71875,0.678580049975814,0.0024652459516625756
0.7265625,0.6647085250909657,0.0024155922535489417
0.734375,0.6504366072761519,0.002364483831912627
0.7421875,0.6357728936249417,0.002311951489633605
0.75,0.6207262172535286,0.002258026887839555
0.7578125,0.6053056419819631,0.0022027425268494006
0.765625,0.5895204568766583,0.002146131726608007
0.7734375,0.5733801706574887,0.0020882286066262823
0.78125,0.5568945059728996,0.002029068065437214
0.7890625,0.540073393546525,0.0019686857595833194
0.796875,0.5229269661989132,0.0019071180821415858
0.8046875,0.5054655527480362,0.0018444021408019545
0.8125,0.48769967179235796,0.0017805757355131677
0.8203125,0.4696400253803311,0.0017156773357052896
0.828125,0.4512974925702926,0.0016497460571012477
0.8359375,0.432683122884836,0.001582821638130336
0.84375,0.4138081296638541,0.001514944415955893
0.8515625,0.39468388332058835,0.0014461553021270228
0.859375,0.37532190450518055,0.0013764957578609246
0.8671875,0.3557338571804214,0.0013060077689640624
0.875,0.33593154161464556,0.0012347338203933873
0.8828125,0.3159268872970623,0.0011627168704570717
0.890625,0.29573194578129625,0.0010900003246298233
0.8984375,0.2753588834635826,0.0010166280089547593
0.90625,0.2548199743031109,0.000942644142963135
0.9140625,0.2341275924936097,0.0008680933119433005
0.921875,0.2132942050978996,0.0007930204384544665
0.9296875,0.19233236466159426,0.0007174707523337472
0.9375,0.1712547018301359,0.0006414897554066555
0.9453125,0.1500739180083325,0.0005651232087827652
0.953125,0.12880277813247704,0.0004884169704694685
0.9609375,0.10745410369615424,0.0004114170939354822
0.96875,0.08604076631026436,0.00033417208227815574
0.9765625,0.06457568277448672,0.0002567039156662045
0.984375,0.043071813732111816,0.00017919391862406502
0.9921875,0.021542179520403097,0.00010110932753690295
1.0,8.716463719325646e-20,2.308235256274908e-05
0.0,0.0,-1.059067720980286e-06
0.0078125,0.02305530673785458,2.475672792213484e-05
0.015625,0.04609604045943736,6.294734787051674e-05
0.0234375,0.06910875190925762,0.00010035550435874406
0.03125,0.09207966606073056,0.00013778648681809355
0.0390625,0.11499499229540612,0.0001751448377781493
0.046875,0.13784095368680552,0.00021239397602232176
0.0546875,0.160603806285748,0.0002495154652136188
0.0625,0.18326985117762457,0.00028648590295692414
0.0703125,0.20582544463106162,0.00032328296604420897
0.078125,0.22825700736726343,0.0003598844429975128
0.0859375,0.25055103336103074,0.0003962682616668441
0.09375,0.2726940983711079,0.00043241250445304755
0.1015625,0.294672868289164,0.00046829540827137556
0.109375,0.3164741073536488,0.0005038953742786505
0.1171875,0.33808468625261023,0.0005391909782681706
0.125,0.35949159012791,0.0005741609819773161
0.1328125,0.380681926486808,0.0006087843448707234
0.140625,0.4016429330231185,0.000643040236141833
0.1484375,0.42236198534786173,0.0006769080468042382
0.15625,0.442826604627921,0.0007103674017900647
0.1640625,0.4630244651303237,0.000743398172002069
0.171875,0.48294340166918615,0.0007759804862808
0.1796875,0.5025714169519867,0.0008080947432606447
0.1875,0.5218966888215972,0.0008397216230934055
0.1953125,0.5409075773903439,0.000870842099030167
0.203125,0.5595926320622971,0.0009014374488398085
0.2109375,0.5779405984399275,0.000931489266056099
0.21875,0.5959404251112623,0.0009609794710480726
0.2265625,0.6135812703136834,0.000989890321898862
0.234375,0.63085250847054,0.001018204425085571
0.2421875,0.647743736596779,0.0010459047459575235
0.25,0.6642447805698584,0.00107297461899755
0.2578125,0.6803457012622594,0.0010993977578699905
0.265625,0.6960368005319846,0.001125158265238398
0.2734375,0.7113086270675035,0.0011502406423493886
0.28125,0.7261519820836688,0.0011746297983805318
0.2890625,0.7405579248652272,0.00119831105954701
0.296875,0.7545177781546224,0.0012212701779539471
0.3046875,0.7680231333808758,0.001243493340192154
0.3125,0.781065855726425,0.0012649671756765663
0.3203125,0.7936380890288852,0.0012856787647171034
0.328125,0.8057322605148132,0.0013056156463186405
0.3359375,0.8173410853626328,0.0013247658257031748
0.34375,0.8284575710919857,0.0013431177815533776
0.3515625,0.8390750217768808,0.0013606604729733884
0.359375,0.84918704208012,0.001377383346156186
0.3671875,0.8587875411065744,0.0013932763407593092
0.375,0.8678707360729991,0.0014083298959825185
0.3828125,0.8764311557921864,0.0014225349563504234
0.390625,0.8844636439693665,0.0014358829771833382
0.3984375,0.891963362308877,0.001448365929760858
0.40625,0.8989257934292284,0.0014599763061795609
0.4140625,0.9053467435848239,0.0014707071238957696
0.421875,0.9112223451926948,0.001480551929949185
0.4296875,0.9165490591627337,0.0014895048048681123
0.4375,0.9213236770300253,0.0014975603662531894
0.4453125,0.9255433228879955,0.0015047137720425765
0.453125,0.9292054551212142,0.0015109607234455853
0.4609375,0.9323078679368224,0.001516297467547486
0.46875,0.9348486926936435,0.0015207207995915828
0.4765625,0.9368263990281978,0.00152422806493022
0.484375,0.9382397957769437,0.0015268171606389858
0.4921875,0.9390880316941815,0.00152848653680386
0.5,0.939370595965202,0.001529235197472369
0.5078125,0.9390873185143622,0.001529062701273682
0.515625,0.9382383701079149,0.0015279691617023508
0.5234375,0.9368242622515283,0.0015259552470659216
0.53125,0.9348458468825537,0.00152302218010472
0.5390625,0.9323043158572393,0.0015191717372728046
0.546875,0.9292012002331951,0.0015144062476851444
0.5546875,0.9255383693475445,0.0015087285917344644
0.5625,0.9213180296913231,0.001502142199372262
0.5703125,0.9165427235807968,0.001494651048066285
0.578125,0.9112153276265138,0.0014862596604207144
0.5859375,0.9053390510010113,0.0014769731014691262
0.59375,0.8989174335062176,0.0014667969756429837
0.6015625,0.8919543434417219,0.0014557374234172818
0.609375,0.8844539752752036,0.00144380111762811
0.6171875,0.8764208471164214,0.0014309952594720697
0.625,0.8678597979962901,0.0014173275741899347
0.6328125,0.8587759849526881,0.0014028063064285422
0.640625,0.8491748799247605,0.001387440215296615
0.6484375,0.8390622664575901,0.0013712385691059454
0.65625,0.828444236219227,0.001354211139807875
0.6640625,0.8173271853321837,0.0013363681971271036
0.671875,0.8057178105216161,0.0013177205023916887
0.6796875,0.7936231050825131,0.0012982793020718474
0.6875,0.7810503546683436,0.0012780563210209512
0.6953125,0.7680071329036957,0.0012570637554358108
0.703125,0.7545012968235821,0.0012353142655240276
0.7109375,0.7405409821421567,0.0012128209678968537
0.71875,0.7261345983537235,0.0011895974276829547
0.7265625,0.7112908236689985,0.001165657650377073
0.734375,0.696018599789709,0.001141016073417264
0.7421875,0.6803271265246964,0.0011156875575036352
0.75,0.664225856250806,0.0010896873776563914
0.7578125,0.6477244882219302,0.001063031214033659
0.765625,0.6308329627296898,0.0010357351424931205
0.7734375,0.6135614551193159,0.0010078156249162262
